img_path,type,severity,description
venous_wounds_257.png,Venous,Severe,"The wound is deep and has a significant amount of exposed tissue. The area is large and covers a significant portion of the skin. There is extensive redness, blistering, and exposed tissue."
bruises_4.png,Bruises,Mild,"A localized area of discoloration on the knee, likely due to trauma, with no visible bleeding or significant swelling. "
pressure_wounds_171.png,Pressure,Severe,"The wound appears to be involving the skin and subcutaneous tissue. It is irregularly shaped with exposed underlying structures, exhibiting significant bleeding and potential for infection due to the depth and size. "
abrasions_3.png,Abrasion,Moderate,"The wound has a reddened, blistered area with some peeling skin. The size is approximately 5 cm x 3 cm, and there is visible swelling around the edges. There is no active bleeding. The risk of infection is high due to the compromised skin barrier."
diabetic_wounds_285.png,Diabetic,Moderate,"A wound is present, characterized by a small, circular opening with surrounding erythema. The wound appears to be shallow but has a potential for deeper penetration, indicating a moderate risk of infection."
diabetic_wounds_226.png,Diabetic,Severe,"The wound is a deep, open wound with extensive tissue damage and a significant amount of bloody exudate. The surrounding skin is inflamed, and the edges of the wound are poorly defined. There are visible indicators of infection."
surgical_wounds_261.png,Surgical,Severe,"The wound has a depth of 5 cm, with a base of exposed muscle and significant tissue damage. The wound is bleeding heavily, with a high risk of infection. The surrounding area is inflamed."
diabetic_wounds_164.png,Diabetic,Moderate,The wound measures 7.5 cm in length and 4.5 cm in width. The wound edges are jagged and there is an 8.5 cm by 4.5 cm area of exposed tissue. There is moderate bleeding. The wound base is swollen and there is significant bleeding. The wound is deep and appears to have a moderate severity.
abrasions_124.png,Abrasion,Moderate,"A 1.5 cm by 2 cm wound with a 3 mm depth is present on the right knee. The wound is erythematous, edematous, and there is some tissue loss. The wound base is exposed and bleeding. There is no evidence of infection."
surgical_wounds_223.png,Surgical,Severe,"The wound is on the foot. The edges are irregular and there is a noticeable amount of blood and debris around the wound. The surrounding skin is erythematous, indicating inflammation and potential infection risk."
laseration_42.png,Laceration,Moderate,"The wound is with a jagged edge, exhibiting significant bleeding and surrounding erythema. The size is approximately 2 cm x 1.5 cm, and there is evidence of tissue damage and potential for infection."
surgical_wounds_280.png,Surgical,Severe,"The wound appears to be involving the toe, with exposed tissue and significant bleeding. The surrounding area is swollen, and there is a high risk of infection due to the extent of tissue damage."
normal_154.png,Normal,Mild,The epidermis is intact and has uniform coloration with no signs of trauma. The surrounding area shows no evidence of swelling or infection.
diabetic_wounds_358.png,Diabetic,Moderate,"The wound is a circular area of skin loss exposing subcutaneous tissue. The surrounding skin is erythematous. Yellowish exudate is present, which could indicate early signs of infection."
burns_45.png,Burn,Mild,"A pale, discolored area on the palm, likely due to prolonged burns, has some erythema. No significant bleeding or infection is present."
venous_wounds_127.png,Venous,Severe,"The wound is a deep, irregularly shaped wound with necrotic tissue and exposed muscle. The wound edges are poorly defined, with significant redness and swelling around the wound. The surrounding skin is discolored and rough, suggesting potential infection risk."
surgical_wounds_410.png,Surgical,Moderate,"The wound is a injury with a small, deep puncture site at the center. The surrounding skin is discolored with bruising, indicating possible internal bleeding. There is minimal visible bleeding at the moment, but there is a risk of infection due to the depth and potential for contamination."
venous_wounds_366.png,Venous,Severe,"The image shows a wound on the leg. It is deep, and covers a significant portion of the leg. The skin is red, blistered, and appears to be necrotic. There is no visible bleeding at the moment, but there is a high risk of infection due to the depth and extent of the wound."
bruises_214.png,Bruises,Mild,"A localized area of discoloration with purple and pink hues, indicating bruising. The size appears to be approximately 2 cm x 2 cm, with no visible bleeding or signs of infection."
burns_29.png,Burn,Severe,"The wound appears to be on the finger, with exposed subcutaneous tissue and significant bleeding. The edges are irregular and there is a noticeable amount of blood and tissue debris present. The surrounding skin is erythematous, indicating inflammation and potential infection risk. "
pressure_wounds_159.png,Pressure,Moderate,The wound has a central necrotic area surrounded by erythema and induration. The wound is approximately 2 cm in diameter and shows signs of tissue breakdown and potential infection.
diabetic_wounds_273.png,Diabetic,Moderate,"A puncture wound is present on the foot. The entry point is small and deep with surrounding erythema. The wound appears clean but has a significant depth, which indicates potential for infection if not properly managed."
diabetic_wounds_227.png,Diabetic,Moderate,"The wound is 3.5 cm long, 2.5 cm wide, and has jagged edges. The wound base is pink and the edges are red and swollen. The wound is 1.5 cm deep and has a 1.5 cm diameter area of bleeding. The peri-wound skin is erythematous and swollen. There is no odor or pain. The wound has no visible indicators of infection."
burns_105.png,Burn,Severe,"The wound is approximately 5 cm in diameter and 3 cm deep. There is significant redness, swelling, and blistering around the edges. The base of the wound appears to be necrotic. There is a small amount of yellowish exudate with a foul odor. The peri-wound skin is red and slightly swollen. There are no visible signs of infection."
pressure_wounds_20.png,Pressure,Moderate,"The wound has a jagged edge and is deep enough to expose underlying tissue. The surrounding skin is red and swollen, which may indicate inflammation. There is no bleeding at the moment, but the depth suggests a higher risk of infection."
normal_145.png,Normal,Mild,The epidermis is smooth and uniform without signs of trauma or infection. The surrounding tissue shows normal coloration and texture.
pressure_wounds_404.png,Pressure,Severe,"The wound appears to be located on the side of the head, extending from the scalp down into the underlying tissue. It is large, with visible tissue damage and potential for significant bleeding. There is also a dark, possibly necrotic area within the wound, which may indicate infection or tissue death."
diabetic_wounds_352.png,Diabetic,Severe,"The wound appears to be with a charred tissue and exposed underlying structures. The area is significantly discolored, indicating extensive damage. There is no visible bleeding, but the risk of infection is high due to the extent of tissue destruction."
pressure_wounds_489.png,Pressure,Severe,"The wound appears to be a deep burn with charred tissue and exposed dermis. The surrounding skin is inflamed and there is significant tissue damage, indicating a severe burn injury."
diabetic_wounds_457.png,Diabetic,Severe,"The wound has a depth of 0.5 cm, with an irregular shape and extensive tissue damage. The surrounding skin is erythematous, and there is a high risk of infection due to the extent of tissue destruction."
laseration_31.png,Laceration,Severe,The wound appears to be a deep with significant tissue loss and bleeding. The surrounding area is inflamed. There is a risk of infection due to the extent of tissue damage.
pressure_wounds_155.png,Pressure,Severe,"The wound is a deep with significant tissue damage, exposed underlying structures, and a charred appearance. There is extensive redness and swelling around the area, indicating potential for infection."
pressure_wounds_199.png,Pressure,Moderate,"A small, circular wound with a central depression and surrounding erythema. The wound is shallow but has a noticeable depth, indicating potential for infection if not properly managed."
burns_104.png,Burn,Severe,"The wound is a deep with exposed subcutaneous tissue, significant tissue damage, extensive bleeding, and inflammation of surrounding skin. The wound is large and extends across multiple areas of the finger."
surgical_wounds_115.png,Surgical,Moderate,"The wound is located on the lateral aspect of the knee. It is approximately 1 cm long with a jagged edge. The wound is deep, exposing subcutaneous tissue, and there is active bleeding. The surrounding skin is erythematous, indicating inflammation."
diabetic_wounds_299.png,Diabetic,Severe,"The wound appears to be a large, deep crater exposing underlying tissue. The surrounding skin is erythematous, and there is significant tissue loss and potential for infection. "
pressure_wounds_52.png,Pressure,Moderate,The wound has a jagged edge exposing underlying tissue. The area is inflamed with surrounding erythema and there is a noticeable amount of exudate present. The wound bed shows signs of potential infection due to the presence of pus and the surrounding inflammation.
venous_wounds_186.png,Venous,Severe,"The wound measures 3.5 centimeters by 2.5 centimeters, with a depth of 2.2 centimeters. The wound base is covered with a yellowish-white exudate, and the surrounding skin is discolored, indicating tissue damage. The wound edges are defined, with no evidence of sloughing or necrosis. There is no significant odor or pain associated with the wound."
venous_wounds_101.png,Venous,Moderate,"The wound is 2x3 cm in size. It has areas of redness and blistering, with exposed tissue and potential for infection."
abrasions_103.png,Abrasion,Moderate,A linear wound with visible bleeding and surrounding erythema. The wound measures approximately 2 cm in length and is located on the upper arm. There is no significant swelling or signs of infection.
surgical_wounds_118.png,Surgical,Moderate,"The wound has a circular entry point surrounded by a reddened area. The surrounding skin shows signs of irritation and possible bruising. There is no visible bleeding at the moment, but there is a risk of infection due to the depth and proximity to underlying tissues."
pressure_wounds_6.png,Pressure,Severe,"The wound is 3.5 cm long and 2.5 cm wide. It is deep, with a blackened base. The edges are well-defined. There is minimal redness and swelling in the surrounding skin. The wound base appears black, and there is a foul-smelling odor. There are no visible signs of infection."
diabetic_wounds_253.png,Diabetic,Severe,"The wound appears to be a deep, large crater with extensive tissue loss, exposed bone, and signs of infection. The wound edges are poorly defined, and there is evidence of surrounding erythema and possible fluid drainage."
surgical_wounds_87.png,Surgical,Moderate,"A 5-cm wound is present on the abdomen. The wound is clean with pink edges and no active bleeding. The surrounding skin appears red and swollen, but is otherwise healthy. The wound is likely clean and requires proper cleaning and dressing to prevent infection."
diabetic_wounds_251.png,Diabetic,Severe,"The wound appears to be deep with exposed tissue and possible bone involvement. The edges are irregular and there is significant redness surrounding the area, indicating potential infection risk."
pressure_wounds_595.png,Pressure,Severe,The wound is 7 cm x 3 cm in size with a depth of 3 cm. There is tissue loss and exposed bone. The wound base appears necrotic. The wound is surrounded by erythematous skin. There is a noticeable amount of necrotic tissue.
venous_wounds_439.png,Venous,Moderate,"The wound is a shallow, linear, and non-infectious wound. There is some redness around the edges, and some bleeding is visible. The wound is not swollen, but there is a risk of infection due to the open wounds."
pressure_wounds_356.png,Pressure,Moderate,"The wound appears to be with a jagged edge, exposing underlying tissue. The area is inflamed with surrounding redness, indicating some level of tissue damage. There is no visible active bleeding at the moment, but there is a risk of infection due to the exposed tissue. "
pressure_wounds_353.png,Pressure,Moderate,"A linear wound is present on the lower abdomen, approximately 2 cm long, with surrounding erythema and some bruising. There is no active bleeding visible, but there is a risk of infection due to the size and location."
cut_8.png,Cut,Mild,"A wound on the forearm with a small amount of bleeding. The wound appears clean with minimal surrounding redness, indicating it is likely not severe. "
pressure_wounds_177.png,Pressure,Severe,"The wound is an open ulcer with visible tissue and necrotic areas. The surrounding skin is red, indicating inflammation. There is significant tissue loss and potential for infection."
diabetic_wounds_79.png,Diabetic,Severe,"The wound is 5 cm in diameter with irregular edges and a depth of 2 cm. There is exposed bone and necrotic tissue. The wound is surrounded by erythematous skin. There is significant tissue loss. The wound has moderate amounts of yellow-green exudate. There are signs of infection, including purulent exudate, redness, and swelling. There is no odor or pain."
diabetic_wounds_450.png,Diabetic,Severe,The wound is a deep crater exposing underlying tissue with surrounding erythematous skin indicating inflammation and significant tissue loss. The wound bed is irregular and has a yellowish exudate suggesting potential infection.
surgical_wounds_340.png,Surgical,Moderate,"A wound is present on the skin, approximately 5 cm long, with redness and swelling around the edges. The wound appears clean but has a significant length, indicating potential for infection if not properly managed."
surgical_wounds_221.png,Surgical,Severe,"The wound is a deep puncture injury with exposed tissue and blood pooling at the site. The surrounding skin is erythematous, indicating inflammation, and there is significant tissue damage visible."
abrasions_163.png,Abrasion,Severe,"The wound measures 2.5 by 4 cm. It has a shallow depression, with well-defined edges. The wound base appears healthy and is free of necrotic tissue. The wound is producing a small amount of serous exudate, with a faint odor. The peri-wound skin is reddened, with some areas of hyperpigmentation. There is no evidence of infection or pain."
pressure_wounds_505.png,Pressure,Mild,A wound with a dark spot and reddened area. The wound appears clean and has some surrounding erythema.
surgical_wounds_367.png,Surgical,Severe,"The wound appears to be deep with charred tissue and exposed dermis. The surrounding area is swollen, and there is a significant amount of necrotic tissue present. There is a high risk of infection due to the extent of tissue damage."
surgical_wounds_50.png,Surgical,Severe,"The wound is a deep wound with a charred, yellowish area indicating significant tissue damage. The surrounding skin is red and swollen, suggesting potential for infection."
pressure_wounds_508.png,Pressure,Severe,"The wound is with exposed subcutaneous tissue and possible muscle involvement. There is significant tissue loss, redness, and signs of infection. The wound is irregularly shaped and has a jagged edge, indicating a forceful injury."
pressure_wounds_180.png,Pressure,Severe,"The wound has a depth of 3 cm, with exposed granulation tissue and surrounding erythema. The wound has an irregular shape, with a central crater and some undermining of the surrounding skin. There is no visible active bleeding, but there is a risk of infection due to the depth and size of the ulcer."
diabetic_wounds_255.png,Diabetic,Severe,The wound appears to be deep with significant redness and signs of potential infection. There is a noticeable amount of dead tissue.
pressure_wounds_220.png,Pressure,Moderate,"The wound has a small, deep depression in the skin. There is no bleeding at the moment, but there may be a risk of infection due to the depth and potential for contamination. The surrounding area is slightly reddened, indicating some inflammation."
venous_wounds_341.png,Venous,Severe,"The wound is large and deep, with tissue loss exposing bone. There are signs of infection, including erythematous skin, edema, and necrotic tissue. There is also evidence of infection."
diabetic_wounds_132.png,Diabetic,Severe,The wound is a shallow ulcer with exposed subcutaneous tissue and a visible base. There is a moderate amount of yellow exudate and a slightly foul odor. The wound edges are irregular and have some adherent tissue. The surrounding skin is erythematous and edematous.
normal_85.png,Normal,Mild,The skin is intact and free of wounds. It is smooth and elastic with no signs of dryness or irritation.
cut_48.png,Cut,Mild,A wound with minimal bleeding and surrounding erythema. The wound appears clean with no signs of infection.
pressure_wounds_457.png,Pressure,Severe,"The wound is irregularly shaped, with exposed red and granulating tissue at the base. The edges are undefined and the wound base is red and granulating. There is significant bleeding, and the surrounding area shows signs of inflammation and possible infection."
diabetic_wounds_151.png,Diabetic,Moderate,"A wound on the finger with visible tissue damage, redness, and potential for infection."
pressure_wounds_253.png,Pressure,Severe,"A large, deep ulceration with significant tissue loss and exposed bone is present. Erythematous, inflamed skin surrounds the wound. An area of necrosis is visible. The wound has a high risk of infection due to the extent of tissue damage."
venous_wounds_427.png,Venous,Severe,The wound is deep and covers a significant area of the leg. The edges are not defined. The wound base is exposed. The surrounding skin is red and swollen.
burns_54.png,Burn,Moderate,A linear wound on the scalp with visible bleeding and surrounding erythema. The wound appears to be approximately 1 cm in length and is located near the hairline.
diabetic_wounds_136.png,Diabetic,Moderate,"A wound on the lateral aspect of the foot, approximately 2 cm long, with exposed subcutaneous tissue and some bleeding. The surrounding skin appears erythematous, indicating potential inflammation or infection. "
surgical_wounds_164.png,Surgical,Severe,"The wound appears to be involving multiple layers of tissue, with significant tissue loss and exposed underlying structures. The wound is large, with visible bleeding and signs of infection, such as surrounding erythema and possible pus formation. "
diabetic_wounds_92.png,Diabetic,Severe,"The wound is a deep with significant tissue damage, exposed muscle, and a large area of necrotic tissue. There is extensive redness and swelling, indicating potential infection. The wound is likely to have a high risk of infection."
diabetic_wounds_291.png,Diabetic,Severe,"The wound measures 10 x 5 cm and has a depth of 5 cm. The wound base is covered with necrotic tissue, with exposed bone visible. The surrounding peri-wound skin is red, with the edges of the wound adhering to the skin. There is moderate exudate, which is yellow and purulent. The wound has a foul odor, and there are visible indicators of infection, including redness and swelling."
surgical_wounds_112.png,Surgical,Severe,The wound is exposed muscle and active bleeding. The surrounding area is swollen. There is a high risk of infection.
venous_wounds_202.png,Venous,Mild,A wound with irregular edges and minimal bleeding. The base is clean with no significant swelling.
surgical_wounds_101.png,Surgical,Severe,The wound is deep with exposed tissue. It is reddened and charred. There is swelling and potential for infection.
diabetic_wounds_187.png,Diabetic,Severe,"The wound is a injury with significant tissue damage, exposed bone, and surrounding inflammation. There is visible bleeding and potential for infection."
surgical_wounds_60.png,Surgical,Severe,"The wound is a large, crater-like opening on the foot. The edges are defined, and the base appears to be necrotic. The surrounding skin is red and swollen. The wound has significant exudate with a foul odor."
burns_76.png,Burn,Severe,"The wound is a deep with charred tissue, significant redness, and possible necrosis. There is a large area of blackened skin indicating severe thermal damage."
venous_wounds_36.png,Venous,Severe,"The wound appears to be a deep, large wound with extensive tissue necrosis and exposed bone. The area is highly inflamed, with surrounding erythema and signs of infection."
diabetic_wounds_29.png,Diabetic,Severe,A deep crater exposes subcutaneous tissue. The surrounding skin is red and has patches of dead skin. No active bleeding is visible. The risk of infection is high.
normal_168.png,Normal,Mild,"The skin is unremarkable, displaying normal texture and color. No signs of trauma, ulceration, or inflammation are present."
pressure_wounds_449.png,Pressure,Severe,"The wound measures 5 cm x 8 cm and is irregularly shaped. The tissue is necrotic. The surrounding skin is erythematous and there is evidence of tissue breakdown, indicating significant tissue loss and potential infection."
pressure_wounds_454.png,Pressure,Severe,"The wound appears to be a deep with exposed tissue, significant redness, and potential for infection due to the extent of tissue damage. "
diabetic_wounds_335.png,Diabetic,Severe,"The wound is a depth, with a size or extent, tissue and wound base, exudate amount and type, edge definition, peri-wound appearance, odor, pain (if provided), and infection indicators."
diabetic_wounds_238.png,Diabetic,Severe,"The wound appears to be exposed tissue, significant redness, and potential for infection due to the depth and size. "
bruises_154.png,Bruises,Mild,"A 1 cm diameter circular area of skin discoloration with a reddish hue, indicating a wound. There is no visible bleeding or swelling, suggesting it is a mild bruise."
surgical_wounds_184.png,Surgical,Severe,"The wound is on the forearm, with significant tissue loss and exposed underlying structures. There is extensive bruising and swelling around the wound, indicating potential internal bleeding and a high risk of infection."
pressure_wounds_326.png,Pressure,Severe,"The wound is large, with a deep crater and surrounding erythema. There is significant tissue loss, exposed bone, and signs of infection. The area is also affected by necrotic tissue and possible fluid accumulation."
venous_wounds_177.png,Venous,Moderate,"The wound is a 2 cm x 2 cm  with a reddened, discolored area that shows signs of tissue breakdown. There is surrounding erythema. There is no visible bleeding, but the risk of infection is high due to the compromised tissue."
surgical_wounds_309.png,Surgical,Severe,"The wound has a deep appearance with extensive tissue damage, exposing underlying structures. The wound has a high risk of infection. The surrounding area is inflamed, with a reddened and charred appearance, indicating extensive thermal injury."
bruises_170.png,Bruises,Mild,"The image shows multiple wounds on the knee. The wounds are purple and localized. They do not show signs of significant swelling or bleeding. There is no visible infection, and the skin surrounding the bruises appears intact."
bruises_85.png,Bruises,Mild,The image shows a wound with a dark purple to black coloration. The wound appears localized. There is no visible swelling or bleeding. There is no visible infection. The surrounding skin appears intact.
pressure_wounds_407.png,Pressure,Severe,"The wound is a deep with charred tissue, exposed bone, and significant tissue loss. There is extensive redness and swelling around the area, indicating severe thermal damage."
abrasions_34.png,Abrasion,Mild,"Two large, dark purple abrasions are present on the knees. The skin around the abrasions appears slightly swollen, but there is no visible bleeding or infection."
venous_wounds_60.png,Venous,Severe,"A large, irregularly shaped wound is visible on the leg. The skin is discolored and charred, with areas of blackened tissue suggesting deep tissue damage. No visible bleeding is present, but the extent of the wound indicates significant thermal injury."
diabetic_wounds_70.png,Diabetic,Severe,"The wound is 4 cm in diameter, with a depth of 1 cm and a base of granulation tissue and necrotic debris. There is erythematous, inflamed peri-wound skin, and the edges are poorly defined with tissue loss. The wound exudes a moderate amount of yellow, serosanguineous fluid."
bruises_220.png,Bruises,Mild,"The image shows multiple dark purple on the forearm, likely from trauma. The wound appear to be localized and do not show signs of significant swelling or bleeding. There is no visible infection, and the skin around the bruises appears intact."
pressure_wounds_383.png,Pressure,Severe,The wound is on the finger. It has irregular edges and exposed tissue. There is bleeding. The edges are irregular and there is a noticeable amount of tissue loss.
venous_wounds_350.png,Venous,Severe,"The wound appears to be with significant tissue damage, exhibiting signs of infection with surrounding erythema and possible necrosis. There is visible bleeding and the edges of the wound are irregular."
diabetic_wounds_188.png,Diabetic,Severe,"The wound is approximately 5 cm x 3 cm in size. It has a depth of 1.5 cm, with exposed tissue, necrotic areas, and signs of infection. The surrounding skin is erythematous and there is significant tissue loss. "
venous_wounds_254.png,Venous,Severe,"The wound is large and deep, with necrotic tissue, exposed bone, and signs of infection. The area is swollen, with a high risk of complications."
abrasions_136.png,Abrasion,Moderate,The forearm wound is a 2 cm long linear cut with bleeding and erythema. The edges are swollen. There is no sign of infection at this time.
bruises_118.png,Bruises,Moderate,"A cluster of small wounds with varying shades of purple and red, indicating recent trauma. The area appears swollen and there is no visible bleeding. The size is approximately 2 cm in diameter."
bruises_146.png,Bruises,Mild,"The image shows a darkened area on the forearm with localized trauma. The bruise is moderate in size, covering a significant portion of the forearm. There is no visible bleeding, swelling, or signs of infection."
venous_wounds_56.png,Venous,Severe,The wound is a deep ulceration that exposes bone and has significant tissue loss. The wound base is red and there is evidence of necrotic tissue. The wound is large and extends from the ankle up towards the calf.
normal_125.png,Normal,Mild,"The skin is unremarkable, displaying normal texture and color. No signs of trauma, ulceration, or inflammation are present."
diabetic_wounds_254.png,Diabetic,Severe,"The wound appears to be a exposed granulation tissue, some necrotic debris, and active bleeding. The surrounding skin is erythematous, indicating inflammation, and there is a significant amount of tissue loss. "
bruises_116.png,Bruises,Mild,"A localized area of discoloration on the knee, indicative of a bruise. The area is slightly raised and has a reddish-purple hue, suggesting recent trauma. There is no visible bleeding or significant swelling. "
diabetic_wounds_409.png,Diabetic,Moderate,A wound is present on the foot. The wound is deep and has a small size. The surrounding area is erythematous. The wound has a high risk of infection due to its depth and potential for contamination.
diabetic_wounds_368.png,Diabetic,Severe,The wound has exposed tissue and significant bleeding. The wound is large and extends across the top of the foot. The wound shows signs of infection with surrounding erythema and possible edema.
pressure_wounds_61.png,Pressure,Severe,"The wound is deep, with a crater and exposed tissue. The skin around the wound is red and has lost some tissue. There is a risk of infection."
surgical_wounds_306.png,Surgical,Moderate,A wound with visible bleeding and surrounding erythema. The wound is approximately 2 cm long and is located on the lateral aspect of the leg.
surgical_wounds_119.png,Surgical,Severe,"The wound is a deep injury with exposed tissue and significant blood. The surrounding skin is erythematous, indicating inflammation. There is noticeable tissue damage. The wound is at high risk for infection."
bruises_233.png,Bruises,Mild,"The image shows a large, dark wound on the knee. The wound is well-defined with a central area of deep purple and surrounding lighter shades. The skin appears intact around the bruise, and there is no visible bleeding or signs of infection. The wound is likely caused by recent trauma to the area."
laseration_38.png,Laceration,Moderate,"The wound is 2 cm x 1.5 cm in size, with a jagged edge and significant bleeding. Surrounding skin is red and swollen. There is evidence of tissue damage and potential for infection."
bruises_13.png,Bruises,Mild,"The image shows a wound on the forearm with a noticeable discoloration ranging from purple to pink. The wound appears to be localized and does not show signs of significant swelling or bleeding. There is no visible infection, and the surrounding skin looks intact."
abrasions_162.png,Abrasion,Moderate,"A wound with a jagged edge and significant redness and swelling around the area. There is visible bleeding, and the wound appears deep enough to cause concern for potential tissue damage."
pressure_wounds_591.png,Pressure,Moderate,"The wound appears to be a injury with a small, circular entry point. The surrounding skin is slightly erythematous, indicating some inflammation. There is no visible bleeding at the moment, but there may be internal bleeding or damage that is not immediately apparent from the surface."
diabetic_wounds_393.png,Diabetic,Severe,"The wound is a full-thickness injury with significant tissue damage, including charred and necrotic areas. The surrounding skin is inflamed, with a mix of redness and discoloration indicating potential infection. There is no visible active bleeding, but the extent of tissue loss suggests a high risk of complications."
laseration_101.png,Laceration,Severe,The wound appears to be a deep laceration with significant tissue loss. The wound bed shows exposed bone and surrounding necrotic tissue. There is a large area of dark purple and black discoloration indicative of tissue death. The wound bed shows signs of infection with possible abscess formation.
venous_wounds_348.png,Venous,Severe,"The wound is with a large area of necrotic tissue, extensive erythema, and signs of infection. The central area is dark and raised, indicating significant tissue loss and potential deep-seated infection."
pressure_wounds_240.png,Pressure,Severe,"The wound appears to be a wound involving the skin and subcutaneous tissue. It is irregularly shaped, with exposed red flesh and some bleeding visible at the edges. The surrounding area shows signs of inflammation and possible bruising, indicating significant trauma. "
surgical_wounds_338.png,Surgical,Severe,The wound is deep and charred at the center with necrotic tissue and erythema and edema around the edges. The surrounding skin is dry and shows signs of inflammation. 
diabetic_wounds_316.png,Diabetic,Severe,The wound measures 6 cm x 3 cm and appears to be a deep ulcer with exposed bone. There is significant tissue loss and evidence of infection. The surrounding skin is erythematous and there is evidence of necrotic tissue.
diabetic_wounds_428.png,Diabetic,Severe,"The wound is a deep, irregularly shaped wound with exposed subcutaneous tissue and possible damage to underlying structures. The wound is surrounded by inflamed, red skin with possible signs of infection. There is a significant amount of tissue loss and possible complications such as infection or nerve damage."
burns_89.png,Burn,Severe,"The wound is a large area of tissue loss with exposed bone and surrounding erythema. There is a central necrotic core and surrounding induration. There is no active bleeding at the moment, but there is a high risk of infection due to the extent of tissue damage."
bruises_27.png,Bruises,Mild,"The image shows wound on the knee area. The wound is purple and brown, indicating recent trauma. There is no visible bleeding or significant swelling, suggesting a mild injury."
bruises_55.png,Bruises,Mild,"A localized area of discoloration on the skin, with no visible bleeding or significant swelling."
burns_18.png,Burn,Severe,"The wound is approximately 4 x 6 cm in size with a depth of 2 cm. The edges are poorly defined, with some areas of tissue adhesion. The wound base is charred, with exposed and necrotic tissue. There is significant redness around the wound, and there is a high risk of infection due to the exposed tissue. There is a moderate amount of exudate, which is brown and thick in consistency. The peri-wound skin is red and inflamed"
normal_117.png,Normal,Mild,"The patient's skin appears healthy, with no evidence of lesions or discoloration. There is no indication of infection or tissue damage."
pressure_wounds_218.png,Pressure,Severe,"The wound has significant tissue loss, exposed subcutaneous fat, and a large area of necrotic tissue. Active bleeding is present at the edges, and the surrounding skin shows signs of inflammation and possible infection."
pressure_wounds_500.png,Pressure,Severe,"The wound appears to be with a exposed subcutaneous tissue and muscle. The edges are irregular and jagged, indicating significant force. There is visible bleeding and some necrotic tissue at the base."
pressure_wounds_131.png,Pressure,Moderate,"A wound is present, characterized by a small, circular entry point with surrounding erythema and some exudate. The wound appears to be shallow but has a significant risk of infection due to the potential for deep tissue penetration."
surgical_wounds_249.png,Surgical,Moderate,"The wound is approximately 5 cm long and 3 cm wide. There is no visible entry point, but there is erythema around the wound. The wound is swollen, with some exudate present. The tissue around the wound is pink and appears healthy. There is no odor or pain associated with the wound. There are no visible indicators of infection."
cut_83.png,Cut,Mild,"A linear wound on the tip of the finger, approximately 0.5 cm in length, with minimal bleeding and no visible swelling. The wound base appears clean and shallow. There is no exudate, and the edges are well-defined. The peri-wound skin appears normal. There is no odor or pain, and there are no visible indicators of infection."
surgical_wounds_297.png,Surgical,Moderate,The wound has a central area of tissue necrosis surrounded by erythema. The ulcer is approximately 1 cm in diameter and shows signs of tissue breakdown and potential infection.
diabetic_wounds_27.png,Diabetic,Severe,The wound is approximately 2 cm in diameter with exposed granulation tissue and surrounding erythema. The wound is showing signs of potential infection.
surgical_wounds_133.png,Surgical,Moderate,"The wound is a incision with irregular, slightly elevated edges. Bleeding is visible at the base. Erythema and swelling indicate potential infection."
bruises_230.png,Bruises,Mild,"A circular area of discoloration with a mix of purple and red hues, indicating bruising. The size appears to be approximately 2 cm in diameter. There is no visible bleeding or swelling, suggesting it is not severe."
normal_19.png,Normal,Mild,"The skin appears intact, without any visible lesions or discoloration. There is no evidence of inflammation, bleeding, or tissue breakdown."
normal_53.png,Normal,Mild,The integument is intact with no visible signs of injury or irritation. The skin maintains normal hydration and elasticity.
diabetic_wounds_26.png,Diabetic,Severe,"The wound is a deep, large, open wound with exposed bone and tissue damage. There is significant bleeding and inflammation surrounding the wound."
normal_146.png,Normal,Mild,"The skin is intact, without any visible signs of injury or irritation. The skin maintains normal hydration and elasticity."
pressure_wounds_304.png,Pressure,Severe,"The wound is deep, with exposed bone and necrotic tissue. There is a significant amount of erythematous skin surrounding the wound, and there is a loss of tissue. A ruler is present, indicating that the wound is quite large."
bruises_215.png,Bruises,Mild,"The image shows a single, large, dark wound on the lateral aspect of the foot. The wound appears to be localized, with no signs of bleeding or significant swelling. There is no visible infection, and the surrounding skin appears intact."
pressure_wounds_232.png,Pressure,Severe,"The wound is large, with a depth of 5 centimeters and a diameter of 7 centimeters. The tissue and wound base are devitalized, and the surrounding skin is erythematous, indicating inflammation. There is a high risk of infection."
surgical_wounds_229.png,Surgical,Severe,The wound is deep and has exposed bone. Charred tissue and necrosis are visible. There is potential for infection.
abrasions_25.png,Abrasion,Moderate,"A visible wound on the lower leg with a red area indicating active bleeding. The wound appears to be approximately 1 cm long and is located on the lateral aspect of the leg. There is surrounding erythema and some swelling, suggesting potential for infection."
diabetic_wounds_338.png,Diabetic,Severe,"The wound is a large, open wound with exposed dermis. The wound base appears dry and clean. The wound edges are well defined, and the peri-wound skin is intact and pink. There is no odor or pain. There are no visible indicators of infection."
diabetic_wounds_12.png,Diabetic,Severe,"The wound is approximately 5 cm long and extends into the muscle layer, with visible bleeding and surrounding edema. The edges are irregular and there is a risk of infection due to the depth and extent of the injury."
diabetic_wounds_75.png,Diabetic,Severe,"The wound has exposed subcutaneous tissue and muscle. There is significant redness around the wound, indicating inflammation. The edges of the wound are irregular and there is a visible amount of pus and necrotic tissue, suggesting an infection may be present."
